,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
193,Maruti Ciaz 1.3 Alpha,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,8,28479.88608045568
194,Tata Tigor 1.2 Revotron XZ,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,6,25615.76354679803
195,Maruti Ertiga VDI,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,10,27924.891670678866
196,Toyota Etios GD,235000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,13,12101.685037909576
197,Honda City i VTEC S,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,10,34482.75862068966
198,Honda Brio S MT,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,11,14948.453608247424
199,Maruti Wagon R LXI CNG,360000,50000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,9,13533.834586466164
200,Maruti Swift Dzire VXI,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,8,26378.896882494002
201,Hyundai i20 Sportz 1.2,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12,20270.27027027027
202,Maruti Omni E 8 Str STD,40000,90000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,22,2059.8612830484385
203,Maruti Wagon R AMT VXI,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,7,20477.815699658702
204,Maruti Swift Dzire VXI 1.2,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,8,25931.16454502593
205,Maruti Alto 800 LXI,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,7,10931.174089068827
206,Maruti Swift Dzire AMT VXI BS IV,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,7,31818.18181818182
207,Maruti Swift VXI Optional,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,8,24509.80392156863
208,Tata Hexa XE,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,6,71022.72727272726
209,Hyundai i20 Magna,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12,17297.297297297297
210,Maruti Swift Dzire VDI,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,7,24647.88732394366
211,Maruti Wagon R VXI BS IV,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,10,14139.444173573866
212,Toyota Corolla Altis 1.8 VL AT,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,13,37852.718513420514
213,Honda Brio S MT,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,13,13659.793814432991
214,Maruti Baleno Alpha Automatic,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,7,38785.04672897197
215,Tata Safari Storme EX,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,8,56737.58865248227
216,Maruti Alto LXi,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,14,8121.827411167513
217,Renault KWID RXT,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,7,13309.495431068732
218,Datsun GO T BSIV,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,8,15947.649054774602
219,Maruti Vitara Brezza VDi Option,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,8,31893.004115226337
220,Hyundai Xcent 1.2 VTVT SX,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,5,26017.874875868918
221,Maruti Alto 800 LXI,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10,10773.96657871592
222,Hyundai i20 1.2 Sportz,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,13,16176.470588235294
223,Tata Zest Revotron 1.2 XT,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,7,29595.902105862264
224,Maruti Swift 1.3 VXi,130000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,17,6694.549169907425
225,Nissan Sunny XL,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,11,32448.377581120945
226,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,7,53529.41176470588
227,Nissan Micra Active XV S,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,10,15392.508978963573
228,Maruti Wagon R LXI Optional,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,9,17064.84641638225
229,Mahindra Ssangyong Rexton RX5,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,12,70148.09041309431
230,Mahindra Quanto C8,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,12,17431.725740848342
231,Maruti Ritz LDi,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,15,11848.341232227487
232,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,8,55922.72496187087
233,Renault KWID RXT,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,10727.056019070322
234,Maruti Ertiga VDI,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,10,30813.673567645645
235,Mahindra XUV500 W4,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,10,43046.35761589404
236,Maruti Eeco 5 Seater AC BSIV,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,8,26675.276512687054
237,Hyundai Santro Xing GLS,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,14,9207.589285714284
238,Hyundai Accent GLE,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,18,6060.606060606061
239,Mahindra XUV500 W8 2WD,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,13,35430.46357615894
240,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,12,53887.60585065435
241,Maruti Swift Dzire VDI,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,12,23504.273504273504
242,Honda Amaze S CVT Petrol BSIV,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,6,35789.47368421053
243,Hyundai i10 Sportz 1.2,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,16,9823.18271119843
244,Maruti Swift Dzire VDI,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,11,21367.521367521367
245,Maruti Ertiga SHVS ZDI Plus,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,9,40783.034257748775
246,Hyundai Getz 1.3 GVS,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,17,7746.478873239437
247,Hyundai i20 1.2 Magna,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,13,17297.297297297297
248,Tata Indica DLS,75000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,20,3862.239905715822
249,Maruti Swift LXI Optional-O,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,10,17156.862745098042
250,Tata Indica Vista TDI LS,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,12,8762.886597938144
251,Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,8,35492.4578527063
252,Maruti Ignis 1.3 Alpha,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,8,18656.716417910447
253,Tata Hexa XTA,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,8,78409.0909090909
254,Mahindra Marazzo M6 8Str,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,6,75144.50867052023
255,Hyundai Verna 1.6 CRDI,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,12,23745.51971326165
256,Maruti Swift Dzire VDI,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,13,15384.615384615385
257,Maruti Swift Dzire LDi,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13,16062.176165803108
258,Honda City i DTEC V,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,10,27884.615384615383
259,Maruti Swift Dzire ZDi,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13,17616.58031088083
260,Hyundai Xcent 1.2 CRDi E,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,8,21653.543307086617
261,Toyota Fortuner 3.0 Diesel,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,14,100000.0
262,Tata Tiago 1.05 Revotorq XZ,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,9,13929.618768328444
263,Nissan Sunny XL AT Special Edition,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,12,19476.905954368394
264,Hyundai Elite i20 Magna Plus BSIV,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,6,32795.69892473118
265,Maruti Swift Dzire VXI,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,10,25179.856115107912
266,Toyota Innova 2.5 GX 7 STR,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,14,37500.0
267,Mahindra Thar CRDe,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,8,47129.90936555891
268,Maruti Swift Dzire ZDi,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13,16580.310880829016
269,Maruti Swift 1.2 DLX (Only Delhi),375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,11,18382.352941176472
270,Datsun GO D Petrol,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,6,15772.870662460567
271,Hyundai i20 Asta 1.4 CRDi,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,10,22182.78615794144
272,Mahindra Scorpio LX,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,14,33526.970954356846
273,Tata Sumo Gold EX BSIII,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,10,35536.602700781805
274,Tata Tiago Wizz 1.05 Revotorq,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,8,12829.91202346041
275,Tata Zest Revotron 1.2 XT,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,10,21627.774615822425
276,Hyundai Accent GLE,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,17,8712.045454545456
277,Honda Brio Exclusive Edition,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,11,17268.041237113404
278,Hyundai Grand i10 AT Asta,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,10,24603.174603174604
279,Tata Manza Club Class Quadrajet90 LX,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,13,13796.384395813511
280,Maruti Alto LX,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,20,5583.756345177665
281,Tata New Safari DICOR 2.2 EX 4x2,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,14,38893.690579083835
282,Mahindra Bolero SLE,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,16,29411.764705882353
283,Mahindra Bolero DI DX 7 Seater,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,18,15441.176470588236
284,Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,7,256983.2402234637
285,Maruti Omni E MPI STD BS IV,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,9,13095.238095238095
286,Hyundai Grand i10 Sportz,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,8,23809.523809523813
287,Hyundai i10 Sportz AT,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,12,17109.14454277286
288,Maruti Swift VXI Deca,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,9,25490.196078431374
289,Hyundai i10 Sportz AT,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,14,15634.218289085546
290,Maruti Swift VXI,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,13,17741.935483870966
291,Mahindra Bolero 2011-2019 ZLX,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,11,31954.824561403508
292,Hyundai Verna 1.6 SX VTVT (O),500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,11,29239.76608187134
293,Hyundai i20 Active 1.2,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,10,30541.012216404884
294,Maruti Baleno Zeta,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,6,32127.558305568775
295,Hyundai i20 1.2 Asta,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,15,17647.058823529413
296,Maruti Alto LXI,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,20,4568.527918781726
297,Maruti Swift Dzire VDI,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,8,24445.280180518992
298,Maruti Swift Dzire VXI,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,11,21413.612565445026
299,Hyundai Grand i10 CRDi Sportz,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,10,16458.333333333332
300,Maruti Swift 1.3 VXi,215000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,15,11071.754396385355
301,Maruti Swift Dzire VXI,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,11,20942.40837696335
302,Chevrolet Beat LS,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,13,6451.612903225806
303,Tata Tigor 1.2 Revotron XZA,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,7,31773.399014778322
304,Maruti 800 Std,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,19,5031.055900621118
305,Honda City i-DTEC VX,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,8,50781.25
306,Honda City i-DTEC VX,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,8,48828.125
307,Maruti Ertiga VXI,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,12,33395.755305867664
308,Nissan Terrano XV Premium 110 PS,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,11,29195.160441872697
309,Honda City i VTEC VX,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,11,41666.66666666667
310,Mahindra Willys CJ 3B 4X4,300000,10000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,42,15448.959622863287
311,Renault KWID RXL,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,9137.8228049265
312,Toyota Innova 2.5 GX (Diesel) 8 Seater,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,12,61585.835257890685
313,Maruti Wagon R VXI BS IV,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,8,19990.19990248659
314,Hyundai Creta 1.4 CRDi S Plus,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,7,56594.94855004678
315,Tata Tiago 1.2 Revotron XZ,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,8,16778.523489932886
316,Hyundai Grand i10 1.2 CRDi Sportz,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,7,21666.666666666668
317,Maruti Baleno Zeta Automatic,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,9,30373.831775700935
318,Maruti Swift ZXI ABS,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,14,20186.335403726705
319,Maruti Swift Dzire VXi AT,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,13,24137.93103448276
320,Maruti Swift LXI Option,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,11,19607.843137254902
321,Hyundai i20 1.2 Asta,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,15,14999.941176470587
322,Maruti Zen LXI,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,22,3757.2254335260113
323,Maruti Celerio LXI,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,8,15194.805194805194
324,Toyota Innova 2.5 V Diesel 8-seater,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,18,31562.5
325,Maruti Ritz LDi,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,14,8767.772511848341
326,Nissan Micra Diesel XV,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,14,10831.889081455807
327,Maruti Zen LXI,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,23,3468.208092485549
328,Hyundai Verna 1.6 SX VTVT (O),500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,12,29239.76608187134
329,Maruti Zen Estilo LXI BSIII,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,18,4670.32967032967
330,Hyundai Santro Xing XL,85000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,20,4377.205226477931
331,Maruti Alto LX,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,20,4314.720812182742
332,Maruti Swift Dzire ZDi,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,14,13730.569948186529
333,Maruti A-Star Vxi,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,15,6842.105263157895
334,Maruti Ertiga VDI,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,12,23110.255175734233
335,Maruti Swift Ldi BSIII,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,17,9550.561797752809
336,Nissan Micra Diesel XV,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,14,11915.077989601388
337,Maruti Wagon R LXI,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,20,4708.994708994709
338,Ford Figo Diesel Titanium,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,15,8500.0
339,Mahindra XUV300 W8 Option BSIV,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,6,64117.64705882353
340,Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,8,64667.84244562022
341,Maruti Swift VXI BSIV,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,7,27727.272727272728
342,Datsun GO T Option BSIV,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,9,16238.487639360155
343,Hyundai Grand i10 Asta,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,10,23015.82010582011
344,Toyota Fortuner 2.8 2WD MT BSIV,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,7,210674.1573033708
345,Renault KWID RXL,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,7,18831.48237566393
346,Honda Brio 1.2 VX MT,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,13,17567.567567567567
347,Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,6,37647.05882352941
348,Nissan Sunny XV Special Edition,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,13,26548.672566371682
349,Toyota Etios Liva GD SP,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,12,16956.33743111488
350,Hyundai i10 Sportz,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,16,10559.92141453831
351,Renault Duster 85PS Diesel RxL,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,11,27872.860635696823
352,Mahindra XUV500 W8 2WD,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,13,45033.11258278146
353,Toyota Innova 2.5 V Diesel 7-seater,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,17,25390.625
354,Tata Indigo CS eGLX BS IV,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,14,9590.79283887468
355,Hyundai Elantra SX AT,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,12,47586.206896551725
356,Mercedes-Benz New C-Class 220 CDI AT,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,12,104447.43935309973
357,Tata Nano STD,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,13,2519.685039370079
358,Nissan Micra Diesel XL,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,12,10831.889081455807
359,Maruti Wagon R LXI,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,20,3439.153439153439
360,Maruti Swift Dzire VDI,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,9,20684.467845054533
361,Hyundai i10 Magna,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,15,6876.2278978389
362,Renault KWID RXT,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,11918.951132300357
